,university,Ave. Salary,Avg. Change,Count,Avg. Compensation,Salary Equity,position,State,Category
116,Austin College ,77800,0.7,31.0,101800.0,77.6,P,TEXAS,Baccalaureate
117,Austin College ,66500,0.4,39.0,90000.0,97.8,AP,TEXAS,Baccalaureate
118,Austin College ,59100,5.1,25.0,77000.0,97.2,aP,TEXAS,Baccalaureate
119,Austin College ,47200,2.0,9.0,60000.0,107.6,I,TEXAS,Baccalaureate
120,Austin Community College District ,91300,5.3,358.0,113100.0,97.4,P,TEXAS,Rank
121,Austin Community College District ,70600,6.6,153.0,90600.0,98.2,AP,TEXAS,Rank
122,Austin Community College District ,62700,6.5,36.0,81100.0,98.1,aP,TEXAS,Rank
123,Austin Community College District ,0,,0.0,,,I,TEXAS,Rank
124,Austin Peay State University ,85400,4.8,141.0,115100.0,96.4,P,TENNESSEE,Master
125,Austin Peay State University ,67700,6.8,102.0,93900.0,96.8,AP,TENNESSEE,Master
126,Austin Peay State University ,56500,7.1,84.0,78400.0,101.4,aP,TENNESSEE,Master
127,Austin Peay State University ,45800,4.1,43.0,62800.0,106.6,I,TENNESSEE,Master
128,Averett University ,65400,0.1,23.0,89100.0,95.6,P,VIRGINIA,Master
129,Averett University ,59000,0.0,17.0,79100.0,102.1,AP,VIRGINIA,Master
130,Averett University ,52000,1.3,21.0,68900.0,101.5,aP,VIRGINIA,Master
131,Averett University ,38600,0.0,5.0,50100.0,71.5,I,VIRGINIA,Master
132,Azusa Pacific University ,108200,2.5,138.0,132400.0,102.0,P,CALIFORNIA,Doctor
133,Azusa Pacific University ,91600,3.4,119.0,112300.0,105.2,AP,CALIFORNIA,Doctor
134,Azusa Pacific University ,85900,5.1,202.0,102600.0,103.8,aP,CALIFORNIA,Doctor
135,Azusa Pacific University ,81300,5.0,24.0,94500.0,93.6,I,CALIFORNIA,Doctor
136,Babson College ,190000,5.0,59.0,229100.0,88.3,P,MASSACHUSETTS,Baccalaureate
137,Babson College ,144800,,53.0,178800.0,83.4,AP,MASSACHUSETTS,Baccalaureate
138,Babson College ,134500,,34.0,162600.0,109.6,aP,MASSACHUSETTS,Baccalaureate
139,Babson College ,0,,0.0,,,I,MASSACHUSETTS,Baccalaureate
140,Baker University ,70900,2.0,22.0,87800.0,91.2,P,KANSAS,Baccalaureate
141,Baker University ,54600,1.4,21.0,68400.0,99.8,AP,KANSAS,Baccalaureate
142,Baker University ,45900,1.6,21.0,54700.0,82.5,aP,KANSAS,Baccalaureate
143,Baker University ,0,9.3,3.0,,109.2,I,KANSAS,Baccalaureate
144,Baldwin Wallace University ,84400,-0.1,82.0,111700.0,98.9,P,OHIO,Baccalaureate
145,Baldwin Wallace University ,73000,1.5,65.0,94700.0,95.8,AP,OHIO,Baccalaureate
146,Baldwin Wallace University ,61600,2.9,77.0,78600.0,102.6,aP,OHIO,Baccalaureate
147,Baldwin Wallace University ,48600,1.8,4.0,70300.0,110.6,I,OHIO,Baccalaureate
148,Ball State University ,96200,0.5,210.0,131300.0,88.3,P,INDIANA,Doctor
149,Ball State University ,76900,2.1,227.0,103800.0,91.6,AP,INDIANA,Doctor
150,Ball State University ,63500,2.1,338.0,83300.0,96.8,aP,INDIANA,Doctor
151,Ball State University ,49800,1.6,247.0,62400.0,96.0,I,INDIANA,Doctor
152,Barnard College ,168700,3.2,88.0,227300.0,99.9,P,YORK,Baccalaureate
153,Barnard College ,118700,7.7,30.0,157400.0,102.9,AP,YORK,Baccalaureate
154,Barnard College ,89600,5.5,38.0,126600.0,103.5,aP,YORK,Baccalaureate
155,Barnard College ,78200,6.2,58.0,110800.0,99.3,I,YORK,Baccalaureate
156,Barton College ,58200,0.0,18.0,74500.0,98.0,P,CAROLINA,Baccalaureate
157,Barton College ,50900,1.8,19.0,64400.0,113.4,AP,CAROLINA,Baccalaureate
158,Barton College ,56200,1.9,34.0,67500.0,102.4,aP,CAROLINA,Baccalaureate
159,Barton College ,0,3.6,1.0,,,I,CAROLINA,Baccalaureate
160,Bastyr University ,102800,0.0,6.0,,99.3,P,WASHINGTON,Master
161,Bastyr University ,81400,0.0,11.0,,99.8,AP,WASHINGTON,Master
162,Bastyr University ,70200,0.0,5.0,,98.1,aP,WASHINGTON,Master
163,Bastyr University ,0,,0.0,,,I,WASHINGTON,Master
164,Bates College ,134500,3.6,54.0,172900.0,92.6,P,MAINE,Baccalaureate
165,Bates College ,100900,4.3,48.0,131700.0,95.8,AP,MAINE,Baccalaureate
166,Bates College ,82900,6.3,30.0,110800.0,98.7,aP,MAINE,Baccalaureate
167,Bates College ,69500,1.1,19.0,90800.0,99.0,I,MAINE,Baccalaureate
168,Baylor University ,137300,3.2,296.0,175000.0,90.2,P,TEXAS,Doctor
169,Baylor University ,99900,3.5,265.0,130900.0,94.6,AP,TEXAS,Doctor
170,Baylor University ,88200,4.3,194.0,112700.0,91.2,aP,TEXAS,Doctor
171,Baylor University ,0,,3.0,,,I,TEXAS,Doctor
172,Bellarmine University ,102600,,40.0,137400.0,92.0,P,KENTUCKY,Master
173,Bellarmine University ,78100,,52.0,108300.0,100.1,AP,KENTUCKY,Master
174,Bellarmine University ,66300,,57.0,95200.0,105.5,aP,KENTUCKY,Master
175,Bellarmine University ,63100,,19.0,99700.0,93.3,I,KENTUCKY,Master
176,Belmont Abbey College ,64100,0.0,9.0,82800.0,104.2,P,CAROLINA,Baccalaureate
177,Belmont Abbey College ,55000,,34.0,69800.0,95.2,AP,CAROLINA,Baccalaureate
178,Belmont Abbey College ,54200,0.0,15.0,68500.0,92.8,aP,CAROLINA,Baccalaureate
179,Belmont Abbey College ,0,0.0,2.0,,92.9,I,CAROLINA,Baccalaureate
180,Belmont University ,121400,4.7,102.0,151100.0,86.9,P,TENNESSEE,Master
181,Belmont University ,97300,5.6,101.0,123500.0,94.5,AP,TENNESSEE,Master
182,Belmont University ,82300,5.3,116.0,103900.0,92.9,aP,TENNESSEE,Master
183,Belmont University ,75200,4.8,31.0,98700.0,80.7,I,TENNESSEE,Master
184,Beloit College ,87800,0.0,42.0,110900.0,94.9,P,WISCONSIN,Baccalaureate
185,Beloit College ,70800,0.2,33.0,89600.0,97.5,AP,WISCONSIN,Baccalaureate
186,Beloit College ,60600,0.9,22.0,76300.0,95.1,aP,WISCONSIN,Baccalaureate
187,Beloit College ,54000,-0.7,17.0,69400.0,104.0,I,WISCONSIN,Baccalaureate
188,Benedictine College ,71300,,23.0,84200.0,101.7,P,KANSAS,Baccalaureate
189,Benedictine College ,63500,7.7,26.0,74000.0,103.1,AP,KANSAS,Baccalaureate
190,Benedictine College ,61300,12.8,55.0,73100.0,92.3,aP,KANSAS,Baccalaureate
191,Benedictine College ,73500,,8.0,81500.0,120.4,I,KANSAS,Baccalaureate
192,Bentley University ,166200,4.8,83.0,205100.0,99.4,P,MASSACHUSETTS,Master
193,Bentley University ,117400,4.0,76.0,149300.0,101.3,AP,MASSACHUSETTS,Master
194,Bentley University ,118600,3.3,39.0,146600.0,98.7,aP,MASSACHUSETTS,Master
195,Bentley University ,0,,0.0,,,I,MASSACHUSETTS,Master
196,Berea College ,91500,6.0,37.0,116600.0,99.1,P,KENTUCKY,Baccalaureate
197,Berea College ,73500,5.7,58.0,93700.0,98.4,AP,KENTUCKY,Baccalaureate
198,Berea College ,60500,7.4,33.0,77400.0,97.9,aP,KENTUCKY,Baccalaureate
199,Berea College ,52100,8.7,8.0,65400.0,103.0,I,KENTUCKY,Baccalaureate
200,Berry College ,93800,3.6,38.0,122500.0,92.3,P,GEORGIA,Master
201,Berry College ,73600,3.1,48.0,96900.0,92.8,AP,GEORGIA,Master
202,Berry College ,63500,3.0,62.0,85400.0,101.9,aP,GEORGIA,Master
203,Berry College ,57400,3.0,6.0,77900.0,78.8,I,GEORGIA,Master
204,Bethel College-Indiana ,63400,0.0,8.0,83800.0,93.5,P,INDIANA,Baccalaureate
205,Bethel College-Indiana ,55900,0.0,28.0,76400.0,100.5,AP,INDIANA,Baccalaureate
206,Bethel College-Indiana ,47100,0.5,31.0,76900.0,100.2,aP,INDIANA,Baccalaureate
207,Bethel College-Indiana ,0,,0.0,,,I,INDIANA,Baccalaureate
208,Bethel University ,79700,3.5,84.0,104500.0,99.5,P,MINNESOTA,Master
209,Bethel University ,68500,5.2,88.0,91800.0,97.9,AP,MINNESOTA,Master
210,Bethel University ,57000,3.7,24.0,78900.0,94.7,aP,MINNESOTA,Master
211,Bethel University ,59300,3.1,27.0,82200.0,108.7,I,MINNESOTA,Master
212,Bethune-Cookman University ,84700,1.3,21.0,106500.0,119.2,P,FLORIDA,Baccalaureate
213,Bethune-Cookman University ,62700,0.7,35.0,75700.0,105.8,AP,FLORIDA,Baccalaureate
214,Bethune-Cookman University ,58000,0.0,80.0,75900.0,118.4,aP,FLORIDA,Baccalaureate
215,Bethune-Cookman University ,51200,2.0,57.0,67400.0,93.7,I,FLORIDA,Baccalaureate
216,Birmingham Southern College ,80400,0.3,38.0,102800.0,95.5,P,ALABAMA,Baccalaureate
217,Birmingham Southern College ,73900,4.9,22.0,93300.0,99.7,AP,ALABAMA,Baccalaureate
218,Birmingham Southern College ,61200,2.9,20.0,70200.0,107.7,aP,ALABAMA,Baccalaureate
219,Birmingham Southern College ,41100,,11.0,53100.0,95.2,I,ALABAMA,Baccalaureate
220,Bismarck State College ,69700,0.0,7.0,99400.0,92.5,P,DAKOTA,Rank
221,Bismarck State College ,56300,0.2,66.0,85100.0,93.3,AP,DAKOTA,Rank
222,Bismarck State College ,52000,2.5,43.0,84500.0,100.2,aP,DAKOTA,Rank
223,Bismarck State College ,0,0.0,2.0,,79.7,I,DAKOTA,Rank
224,Bloomfield College ,97500,0.0,30.0,131200.0,99.3,P,JERSEY,Baccalaureate
225,Bloomfield College ,79000,0.0,20.0,105700.0,99.2,AP,JERSEY,Baccalaureate
226,Bloomfield College ,66100,0.0,18.0,87200.0,99.0,aP,JERSEY,Baccalaureate
227,Bloomfield College ,0,,0.0,,,I,JERSEY,Baccalaureate
228,Bloomsburg University of Pennsylvania ,111600,2.0,127.0,134600.0,98.0,P,PENNSYLVANIA,Master
229,Bloomsburg University of Pennsylvania ,87700,3.0,96.0,108800.0,100.7,AP,PENNSYLVANIA,Master
230,Bloomsburg University of Pennsylvania ,70100,3.6,126.0,87500.0,97.8,aP,PENNSYLVANIA,Master
231,Bloomsburg University of Pennsylvania ,50500,5.9,70.0,62500.0,101.8,I,PENNSYLVANIA,Master
232,Bluefield College ,55300,0.8,11.0,71900.0,92.3,P,VIRGINIA,Baccalaureate
233,Bluefield College ,48100,0.0,10.0,69100.0,117.9,AP,VIRGINIA,Baccalaureate
234,Bluefield College ,47900,0.0,13.0,59500.0,90.6,aP,VIRGINIA,Baccalaureate
235,Bluefield College ,0,0.0,2.0,,105.6,I,VIRGINIA,Baccalaureate
236,Bluffton University ,61600,1.0,20.0,,108.4,P,OHIO,Baccalaureate
237,Bluffton University ,56200,2.0,9.0,,109.8,AP,OHIO,Baccalaureate
238,Bluffton University ,47200,1.9,24.0,,79.3,aP,OHIO,Baccalaureate
239,Bluffton University ,0,,0.0,,,I,OHIO,Baccalaureate
240,Boston College ,182800,3.1,283.0,230300.0,93.1,P,MASSACHUSETTS,Doctor
241,Boston College ,118500,3.5,275.0,156800.0,93.7,AP,MASSACHUSETTS,Doctor
242,Boston College ,109300,4.3,195.0,137000.0,89.0,aP,MASSACHUSETTS,Doctor
243,Boston College ,73000,3.8,53.0,91200.0,101.0,I,MASSACHUSETTS,Doctor
244,Boston University ,183600,3.6,519.0,242000.0,97.3,P,MASSACHUSETTS,Doctor
245,Boston University ,124800,4.9,341.0,168500.0,96.8,AP,MASSACHUSETTS,Doctor
246,Boston University ,105000,6.1,321.0,138400.0,95.1,aP,MASSACHUSETTS,Doctor
247,Boston University ,108900,5.5,284.0,171200.0,80.7,I,MASSACHUSETTS,Doctor
248,Bowdoin College ,146600,3.7,66.0,190600.0,102.9,P,MAINE,Baccalaureate
249,Bowdoin College ,107500,4.3,54.0,142700.0,98.7,AP,MAINE,Baccalaureate
250,Bowdoin College ,87400,5.2,48.0,117600.0,95.2,aP,MAINE,Baccalaureate
251,Bowdoin College ,0,,0.0,,,I,MAINE,Baccalaureate
252,Bowie State University ,98100,1.5,41.0,128300.0,93.9,P,MARYLAND,Master
253,Bowie State University ,93400,1.9,52.0,124000.0,125.7,AP,MARYLAND,Master
254,Bowie State University ,72400,0.5,79.0,92200.0,95.2,aP,MARYLAND,Master
255,Bowie State University ,70100,,9.0,,,I,MARYLAND,Master
256,Bowling Green State University-Firelands ,92800,3.7,6.0,123400.0,112.7,P,OHIO,Rank
257,Bowling Green State University-Firelands ,68900,3.2,14.0,90800.0,111.9,AP,OHIO,Rank
258,Bowling Green State University-Firelands ,55300,9.1,4.0,77300.0,89.9,aP,OHIO,Rank
259,Bowling Green State University-Firelands ,54100,4.2,7.0,68400.0,,I,OHIO,Rank
260,Bowling Green State University-Main Campus ,110100,3.4,175.0,139800.0,94.1,P,OHIO,Doctor
261,Bowling Green State University-Main Campus ,84800,4.6,205.0,109000.0,92.8,AP,OHIO,Doctor
262,Bowling Green State University-Main Campus ,74100,5.8,107.0,94800.0,90.8,aP,OHIO,Doctor
263,Bowling Green State University-Main Campus ,52400,3.9,101.0,68700.0,93.1,I,OHIO,Doctor
264,Bradley University ,104000,5.4,83.0,126800.0,86.4,P,ILLINOIS,Master
265,Bradley University ,79300,5.6,107.0,98700.0,91.6,AP,ILLINOIS,Master
266,Bradley University ,69900,5.5,114.0,88500.0,97.3,aP,ILLINOIS,Master
267,Bradley University ,56600,3.7,32.0,69500.0,87.3,I,ILLINOIS,Master
268,Brandeis University ,151900,3.5,150.0,194300.0,96.6,P,MASSACHUSETTS,Doctor
269,Brandeis University ,108100,4.0,92.0,139000.0,99.8,AP,MASSACHUSETTS,Doctor
270,Brandeis University ,90500,4.1,65.0,112000.0,97.3,aP,MASSACHUSETTS,Doctor
271,Brandeis University ,0,2.0,2.0,,,I,MASSACHUSETTS,Doctor
272,Brevard College ,50100,0.6,10.0,63400.0,102.3,P,CAROLINA,Baccalaureate
273,Brevard College ,45300,2.1,24.0,56100.0,105.0,AP,CAROLINA,Baccalaureate
274,Brevard College ,43600,0.2,18.0,53700.0,97.1,aP,CAROLINA,Baccalaureate
275,Brevard College ,0,,0.0,,,I,CAROLINA,Baccalaureate
276,Bridgewater College ,79200,2.0,11.0,100000.0,143.4,P,VIRGINIA,Baccalaureate
277,Bridgewater College ,64800,2.4,46.0,80400.0,97.9,AP,VIRGINIA,Baccalaureate
278,Bridgewater College ,55300,3.7,39.0,68400.0,101.6,aP,VIRGINIA,Baccalaureate
279,Bridgewater College ,49100,2.0,24.0,62600.0,91.9,I,VIRGINIA,Baccalaureate
280,Brown University ,183900,2.6,400.0,222400.0,94.2,P,ISLAND,Doctor
281,Brown University ,120100,4.6,141.0,148400.0,92.4,AP,ISLAND,Doctor
282,Brown University ,97400,3.9,153.0,121400.0,93.5,aP,ISLAND,Doctor
283,Brown University ,72300,,56.0,92100.0,105.0,I,ISLAND,Doctor
284,Bryant University ,166600,4.4,70.0,214100.0,90.1,P,ISLAND,Baccalaureate
285,Bryant University ,135900,4.3,37.0,177100.0,98.1,AP,ISLAND,Baccalaureate
286,Bryant University ,117300,4.2,13.0,142600.0,92.9,aP,ISLAND,Baccalaureate
287,Bryant University ,0,,0.0,,,I,ISLAND,Baccalaureate
288,Bryn Mawr College ,139600,1.8,52.0,179400.0,96.0,P,PENNSYLVANIA,Master
289,Bryn Mawr College ,97000,3.4,36.0,128900.0,97.1,AP,PENNSYLVANIA,Master
290,Bryn Mawr College ,78200,4.1,37.0,103600.0,98.5,aP,PENNSYLVANIA,Master
291,Bryn Mawr College ,61900,2.4,7.0,80900.0,78.4,I,PENNSYLVANIA,Master
292,Bucknell University ,124700,2.6,119.0,161000.0,95.8,P,PENNSYLVANIA,Baccalaureate
293,Bucknell University ,101500,3.8,144.0,132100.0,98.9,AP,PENNSYLVANIA,Baccalaureate
294,Bucknell University ,81500,3.5,98.0,106200.0,100.6,aP,PENNSYLVANIA,Baccalaureate
295,Bucknell University ,77000,2.8,23.0,100600.0,94.9,I,PENNSYLVANIA,Baccalaureate
296,Buena Vista University ,69300,6.3,18.0,90200.0,103.4,P,IOWA,Baccalaureate
297,Buena Vista University ,64600,2.1,19.0,83600.0,85.7,AP,IOWA,Baccalaureate
298,Buena Vista University ,61000,1.9,35.0,76800.0,104.9,aP,IOWA,Baccalaureate
299,Buena Vista University ,29200,0.8,23.0,37100.0,210.0,I,IOWA,Baccalaureate
300,Butler County Community College ,78200,4.1,16.0,114100.0,88.5,P,PENNSYLVANIA,Rank
301,Butler County Community College ,68900,4.6,12.0,99900.0,85.7,AP,PENNSYLVANIA,Rank
302,Butler County Community College ,59000,4.5,15.0,88100.0,85.9,aP,PENNSYLVANIA,Rank
303,Butler County Community College ,46500,6.0,19.0,69500.0,93.3,I,PENNSYLVANIA,Rank
304,Butler University ,93500,2.8,94.0,130300.0,89.9,P,INDIANA,Master
305,Butler University ,78400,1.9,118.0,117100.0,95.5,AP,INDIANA,Master
306,Butler University ,70300,2.4,74.0,99200.0,103.5,aP,INDIANA,Master
307,Butler University ,52500,3.0,77.0,69600.0,97.7,I,INDIANA,Master
308,CUNY Bernard M Baruch College ,135800,11.5,196.0,172800.0,98.4,P,YORK,Master
309,CUNY Bernard M Baruch College ,115600,12.4,141.0,152600.0,96.3,AP,YORK,Master
310,CUNY Bernard M Baruch College ,109300,12.9,115.0,146300.0,90.0,aP,YORK,Master
311,CUNY Bernard M Baruch College ,0,,1.0,,,I,YORK,Master
312,CUNY Borough of Manhattan Community College ,117000,12.4,108.0,152200.0,96.5,P,YORK,Rank
313,CUNY Borough of Manhattan Community College ,93200,13.1,149.0,128400.0,98.5,AP,YORK,Rank
314,CUNY Borough of Manhattan Community College ,78000,13.8,208.0,113200.0,104.1,aP,YORK,Rank
315,CUNY Borough of Manhattan Community College ,57300,,25.0,92500.0,100.0,I,YORK,Rank
316,CUNY Bronx Community College ,115400,12.1,82.0,150500.0,98.0,P,YORK,Rank
317,CUNY Bronx Community College ,93200,14.2,68.0,128300.0,97.0,AP,YORK,Rank
318,CUNY Bronx Community College ,73300,14.2,110.0,108500.0,102.5,aP,YORK,Rank
319,CUNY Bronx Community College ,62100,12.3,5.0,97300.0,106.0,I,YORK,Rank
320,CUNY Brooklyn College ,124100,11.2,203.0,160300.0,95.6,P,YORK,Master
321,CUNY Brooklyn College ,98800,12.1,163.0,135000.0,97.5,AP,YORK,Master
322,CUNY Brooklyn College ,86500,11.7,115.0,122800.0,100.0,aP,YORK,Master
323,CUNY Brooklyn College ,0,,0.0,,,I,YORK,Master
324,CUNY City College ,134000,11.4,252.0,170800.0,95.3,P,YORK,Master
325,CUNY City College ,103400,11.6,171.0,140100.0,98.2,AP,YORK,Master
326,CUNY City College ,88300,10.7,112.0,125100.0,95.9,aP,YORK,Master
327,CUNY City College ,0,15.5,2.0,,,I,YORK,Master
328,CUNY Graduate School and University Center ,154200,9.7,152.0,191400.0,88.2,P,YORK,Doctor
329,CUNY Graduate School and University Center ,109800,13.3,45.0,147000.0,100.8,AP,YORK,Doctor
330,CUNY Graduate School and University Center ,82200,11.8,43.0,119500.0,85.5,aP,YORK,Doctor
331,CUNY Graduate School and University Center ,0,,0.0,,,I,YORK,Doctor
332,CUNY Hostos Community College ,114500,11.7,37.0,149600.0,101.7,P,YORK,Rank
333,CUNY Hostos Community College ,92000,13.1,35.0,127200.0,97.3,AP,YORK,Rank
334,CUNY Hostos Community College ,78900,12.7,77.0,114000.0,102.6,aP,YORK,Rank
335,CUNY Hostos Community College ,0,,2.0,,,I,YORK,Rank
336,CUNY Hunter College ,125000,10.5,285.0,161500.0,94.4,P,YORK,Master
337,CUNY Hunter College ,102400,11.4,215.0,138900.0,101.5,AP,YORK,Master
338,CUNY Hunter College ,86600,11.9,98.0,123100.0,101.9,aP,YORK,Master
339,CUNY Hunter College ,0,,1.0,,,I,YORK,Master
340,CUNY John Jay College of Criminal Justice ,126000,12.4,108.0,162100.0,98.1,P,YORK,Master
341,CUNY John Jay College of Criminal Justice ,99200,13.6,164.0,135200.0,98.4,AP,YORK,Master
342,CUNY John Jay College of Criminal Justice ,83900,12.1,93.0,120000.0,98.5,aP,YORK,Master
343,CUNY John Jay College of Criminal Justice ,0,,0.0,,,I,YORK,Master
344,CUNY Kingsborough Community College ,116000,12.5,71.0,151200.0,102.8,P,YORK,Rank
345,CUNY Kingsborough Community College ,93100,13.2,71.0,128300.0,98.9,AP,YORK,Rank
346,CUNY Kingsborough Community College ,79800,13.3,114.0,115000.0,101.3,aP,YORK,Rank
347,CUNY Kingsborough Community College ,67200,14.0,6.0,102400.0,96.6,I,YORK,Rank
348,CUNY LaGuardia Community College ,114500,12.5,94.0,149900.0,101.1,P,YORK,Rank
349,CUNY LaGuardia Community College ,90200,13.5,126.0,125700.0,98.6,AP,YORK,Rank
350,CUNY LaGuardia Community College ,76300,14.8,102.0,111800.0,100.1,aP,YORK,Rank
351,CUNY LaGuardia Community College ,68100,15.8,4.0,103500.0,,I,YORK,Rank
352,CUNY Lehman College ,123700,11.4,84.0,159500.0,94.9,P,YORK,Master
353,CUNY Lehman College ,98000,12.5,118.0,133800.0,99.6,AP,YORK,Master
354,CUNY Lehman College ,84800,11.5,101.0,120600.0,99.5,aP,YORK,Master
355,CUNY Lehman College ,72100,10.4,4.0,107900.0,100.0,I,YORK,Master
356,CUNY Medgar Evers College ,122600,10.3,48.0,158300.0,99.2,P,YORK,Baccalaureate
357,CUNY Medgar Evers College ,95900,13.9,40.0,131600.0,100.1,AP,YORK,Baccalaureate
358,CUNY Medgar Evers College ,82600,11.1,51.0,118400.0,101.5,aP,YORK,Baccalaureate
359,CUNY Medgar Evers College ,0,13.4,2.0,,,I,YORK,Baccalaureate
360,CUNY New York City College of Technology ,117700,12.2,76.0,153200.0,97.2,P,YORK,Baccalaureate
361,CUNY New York City College of Technology ,96800,12.5,128.0,132400.0,99.1,AP,YORK,Baccalaureate
362,CUNY New York City College of Technology ,82600,12.4,178.0,118200.0,98.9,aP,YORK,Baccalaureate
363,CUNY New York City College of Technology ,0,,1.0,,,I,YORK,Baccalaureate
364,CUNY Queens College ,125000,11.0,202.0,161100.0,94.5,P,YORK,Master
365,CUNY Queens College ,98200,11.8,190.0,134300.0,98.1,AP,YORK,Master
366,CUNY Queens College ,83800,12.6,93.0,119900.0,102.4,aP,YORK,Master
367,CUNY Queens College ,0,14.3,1.0,,,I,YORK,Master
368,CUNY Queensborough Community College ,118900,12.0,73.0,154300.0,97.6,P,YORK,Rank
369,CUNY Queensborough Community College ,94700,12.6,106.0,130000.0,100.7,AP,YORK,Rank
370,CUNY Queensborough Community College ,79500,13.2,136.0,114900.0,101.4,aP,YORK,Rank
371,CUNY Queensborough Community College ,0,,2.0,,93.5,I,YORK,Rank
372,CUNY School of Law ,158700,11.5,26.0,196600.0,103.7,P,YORK,Master
373,CUNY School of Law ,132700,11.8,5.0,170600.0,99.2,AP,YORK,Master
374,CUNY School of Law ,0,,1.0,,,aP,YORK,Master
375,CUNY School of Law ,94400,7.8,8.0,132300.0,98.6,I,YORK,Master
376,CUNY York College ,114400,11.7,46.0,150100.0,93.5,P,YORK,Baccalaureate
377,CUNY York College ,95600,11.9,78.0,131300.0,100.7,AP,YORK,Baccalaureate
378,CUNY York College ,81300,13.0,43.0,117000.0,99.0,aP,YORK,Baccalaureate
379,CUNY York College ,0,,0.0,,,I,YORK,Baccalaureate
380,Cairn University-Langhorne ,63300,3.0,0.0,84000.0,100.3,P,PENNSYLVANIA,Baccalaureate
381,Cairn University-Langhorne ,64600,8.9,0.0,83200.0,90.6,AP,PENNSYLVANIA,Baccalaureate
382,Cairn University-Langhorne ,52500,5.4,0.0,69200.0,89.2,aP,PENNSYLVANIA,Baccalaureate
383,Cairn University-Langhorne ,0,7.5,0.0,,99.7,I,PENNSYLVANIA,Baccalaureate
384,Caldwell University ,83100,1.1,33.0,100500.0,101.0,P,JERSEY,Master
385,Caldwell University ,70000,1.6,14.0,91300.0,95.7,AP,JERSEY,Master
386,Caldwell University ,61100,3.2,27.0,78000.0,113.0,aP,JERSEY,Master
387,Caldwell University ,0,3.2,3.0,,,I,JERSEY,Master
388,California Institute of Technology ,204200,3.1,249.0,250100.0,94.5,P,CALIFORNIA,Doctor
389,California Institute of Technology ,149000,7.4,6.0,183300.0,86.4,AP,CALIFORNIA,Doctor
390,California Institute of Technology ,128300,9.4,44.0,152600.0,93.8,aP,CALIFORNIA,Doctor
391,California Institute of Technology ,52100,2.2,17.0,61000.0,87.0,I,CALIFORNIA,Doctor
392,California Polytechnic State University-San Luis Obispo ,108200,4.4,315.0,149100.0,95.8,P,CALIFORNIA,Master
393,California Polytechnic State University-San Luis Obispo ,92700,7.3,154.0,126700.0,93.8,AP,CALIFORNIA,Master
394,California Polytechnic State University-San Luis Obispo ,83100,5.2,194.0,113400.0,93.7,aP,CALIFORNIA,Master
395,California Polytechnic State University-San Luis Obispo ,0,,0.0,,,I,CALIFORNIA,Master
396,California State Polytechnic University-Pomona ,110200,4.1,251.0,148100.0,97.7,P,CALIFORNIA,Master
397,California State Polytechnic University-Pomona ,93100,7.6,80.0,131500.0,98.1,AP,CALIFORNIA,Master
398,California State Polytechnic University-Pomona ,82900,5.2,176.0,112400.0,99.3,aP,CALIFORNIA,Master
399,California State Polytechnic University-Pomona ,0,,0.0,,,I,CALIFORNIA,Master
400,California State University Maritime Academy ,110300,2.9,18.0,149500.0,103.7,P,CALIFORNIA,Baccalaureate
401,California State University Maritime Academy ,90700,7.6,16.0,123300.0,89.1,AP,CALIFORNIA,Baccalaureate
402,California State University Maritime Academy ,77900,6.9,18.0,106200.0,87.0,aP,CALIFORNIA,Baccalaureate
403,California State University Maritime Academy ,0,,0.0,,,I,CALIFORNIA,Baccalaureate
404,California State University-Bakersfield ,106800,4.2,81.0,140900.0,98.5,P,CALIFORNIA,Master
405,California State University-Bakersfield ,90800,5.4,44.0,124700.0,102.6,AP,CALIFORNIA,Master
406,California State University-Bakersfield ,79600,5.2,73.0,111000.0,93.9,aP,CALIFORNIA,Master
407,California State University-Bakersfield ,0,,0.0,,,I,CALIFORNIA,Master
408,California State University-Channel Islands ,114400,3.5,51.0,151200.0,99.5,P,CALIFORNIA,Baccalaureate
409,California State University-Channel Islands ,97400,7.2,18.0,132600.0,98.0,AP,CALIFORNIA,Baccalaureate
410,California State University-Channel Islands ,84200,4.6,67.0,116800.0,94.9,aP,CALIFORNIA,Baccalaureate
411,California State University-Channel Islands ,0,,0.0,,,I,CALIFORNIA,Baccalaureate
412,California State University-Chico ,102500,5.1,201.0,142200.0,94.6,P,CALIFORNIA,Master
413,California State University-Chico ,85600,7.9,91.0,118800.0,95.3,AP,CALIFORNIA,Master
414,California State University-Chico ,77000,5.8,152.0,105900.0,95.5,aP,CALIFORNIA,Master
415,California State University-Chico ,0,,0.0,,,I,CALIFORNIA,Master
416,California State University-Dominguez Hills ,108900,4.5,97.0,149800.0,94.3,P,CALIFORNIA,Master
417,California State University-Dominguez Hills ,98800,5.3,59.0,140900.0,96.8,AP,CALIFORNIA,Master
418,California State University-Dominguez Hills ,81700,4.1,76.0,113000.0,98.7,aP,CALIFORNIA,Master
419,California State University-Dominguez Hills ,0,,0.0,,,I,CALIFORNIA,Master
420,California State University-East Bay ,106200,4.3,120.0,144700.0,96.7,P,CALIFORNIA,Master
421,California State University-East Bay ,94300,6.5,76.0,128200.0,97.4,AP,CALIFORNIA,Master
422,California State University-East Bay ,80600,4.4,122.0,109100.0,93.6,aP,CALIFORNIA,Master
423,California State University-East Bay ,0,,0.0,,,I,CALIFORNIA,Master
